Date,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI 7,RSI 14,RSI 21,MFI 7,MFI 14,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2018-07-03,-1.9748894409018982,-1.7974274446534955,-1.7032056473364576,-0.06836927415258488,-1.0292613145449685,-1.5008959876443722,-1.9384799093034795,-0.32103975981702504,-0.8099559527617329,-0.9182810824194066,-0.6927075166799764,0.4192649221889995,0.12454927235416839,-1.637426982686093,-0.003250983150520269,-1.4501170433572088,0.01607617216305153,-2.0040932778428693
2018-07-04,-2.010392684968921,-1.8346076516532515,-1.7274954286029962,-0.6463927933513911,-0.046982757442608394,-0.7091491308509358,-1.2588893285549376,0.2331881996878166,-0.5661930256220538,-0.5286934039055298,0.0150588590582603,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.006140745950982908,-1.3357843104723446,0.01607617216305153,-1.8402882380557042
2018-07-05,-2.0009251532177146,-1.8597942434917956,-1.74206929736292,-0.42683510141490405,-0.22604770808435828,-0.8254080012040543,-1.34752764572812,0.8397023146829444,-0.4573696451365688,-0.5993436549991497,0.7228252347964971,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.015532475052486085,-1.2214515775874806,0.01607617216305153,-1.8730492460131372
2018-07-06,-1.979623206777501,-1.887379558362582,-1.7615011223761503,-0.30759325316454034,-0.789829015597919,-1.2086069940897084,-1.6454781199817872,0.39323118655095035,-0.5556959755340234,-1.054555074373022,1.4305916105347336,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.024924204153989264,-1.1071188447026163,0.01607617216305153,-1.9877127738641527
2018-07-09,-1.979623206777501,-1.923360403846216,-1.7963164755248564,-0.30759325316454034,0.472337843981829,-0.1016156508132576,-0.643659985103979,1.2628122206571055,-0.352773298145843,-0.426276670745607,-1.4004738924182132,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.0530993914584988,-0.764120646048024,0.08177878882943602,-1.7092442062259723
2018-07-10,-1.91808425039466,-1.9389521035557915,-1.806842047407023,-0.14397172161502902,0.6805438058481241,0.11005157038180614,-0.4396646888902267,1.1812281307858747,0.3902707506999593,-0.19751344277512392,-0.6927075166799764,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.06249112056000197,-0.6497879131631599,0.08177878882943602,-1.6437221903111063
2018-07-11,-1.8683797087008271,-1.928157849910701,-1.8141289817869846,0.26212936214706295,0.16116876252769025,-0.24594864573813993,-0.7178714943657745,0.370511628833245,0.39135886743866916,-0.39730292409989687,0.0150588590582603,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.07188284966150515,-0.5354551802782958,0.08177878882943602,-1.7420052141834053
2018-07-12,-1.8352433475716052,-1.9185629577817318,-1.8262738724202536,0.22169315487507707,-0.005905481892625804,-0.36119208498017324,-0.8085301455439208,0.343890576134175,-0.07468674223590019,-0.5223870890050215,0.7228252347964971,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.08127457876300832,-0.42112244739343163,0.08177878882943602,-1.7747662221408382
2018-07-13,-1.8021069864423833,-1.919762319297853,-1.8400380818046254,-0.07328639506160116,-0.005905481892625804,-0.36119208498017324,-0.8085301455439208,0.28812963581254103,0.33959661643300354,-0.3662223297640178,1.4305916105347336,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.0906663078645115,-0.3067897145085675,0.08177878882943602,-1.7747662221408382
2018-07-16,-1.7926394546911777,-1.9101674271688838,-1.853802291188998,-0.09312448695007425,-0.005905481892626243,-0.36119208498017324,-0.8085301455439208,-0.16069985789809457,0.5305932859047691,-0.4765272479219916,-1.4004738924182132,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.11884149516902104,0.03620848414602489,0.14748140549582053,-1.7747662221408382
2018-07-17,-1.7784381570643677,-1.8921770044270665,-1.86756650057337,-0.17691882195598196,-0.917881298649586,-0.9644625512450001,-1.2755705130115154,-0.31928428006009163,0.06167378465870754,-0.633979882202775,-0.6927075166799764,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.12823322427052422,0.15054121703088902,0.14748140549582053,-1.938571261928003
2018-07-18,-1.7713375082509633,-1.8885789198787035,-1.8894273037132545,-0.3812128660676081,-1.0622624815682624,-1.0730212207727667,-1.3627363021551075,-0.9872186114586858,0.21089262451452664,-0.7532064767755996,0.0150588590582603,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.1376249533720274,0.26487394991575314,0.14748140549582053,-1.971332269885436
2018-07-19,-1.8092076352557886,-1.8765853047174916,-1.912907425604242,-0.07822030219191194,-0.5704868614467317,-0.7635465962399731,-1.1064541104329395,-0.9690259606498618,0.09393856839849585,-0.13650332516460578,0.7228252347964971,0.4192649221889995,0.12454927235416839,-1.637426982686093,0.14701668247353056,0.3792066828006173,0.14748140549582053,-1.9058102539705701
