Date,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI 7,RSI 14,RSI 21,MFI 7,MFI 14,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2018-07-26,-1.508311461067366,-1.479756203744015,-1.5368670020807234,0.3250012394534035,0.41794793851896467,0.10838873255714948,-0.17668030136409424,0.5568550034727265,0.18939361166071159,0.31912175037743457,0.5,0.0,0.0,-0.6666666666666666,0.09587217043941411,0.6666666666666666,0.1111111111111111,-1.4615384615384615
2018-07-27,-1.4785651793525805,-1.462342185459296,-1.5251037644069327,0.28960522889663487,0.6682977986041563,0.3142342802241666,0.012869534980960594,1.0202425215613924,0.10367596201250445,0.5987336767717483,1.0,0.0,0.0,-0.6666666666666666,0.10119840213049268,0.7333333333333333,0.1111111111111111,-1.3974358974358974
2018-07-30,-1.4365704286964125,-1.4553765781454082,-1.5051062603614889,0.05328505208415,0.5668151288326769,0.2577019613570734,-0.029224543159160923,0.9730407064462882,0.017253273179609813,0.4876918470225568,-1.0,0.0,0.0,-0.6666666666666666,0.11717709720372836,0.9333333333333333,0.14814814814814814,-1.4102564102564104
2018-07-31,-1.4033245844269464,-1.4527644754027,-1.4909903751529403,-0.39544982692060815,0.45688774045981445,0.19876412781276834,-0.07251637555970022,0.4318010534145218,0.05341299259691166,0.20234833121182522,-0.5,0.0,0.0,-0.6666666666666666,0.12250332889480692,1.0,0.14814814814814814,-1.4230769230769231
2018-08-01,-1.3875765529308832,-1.4457988680888123,-1.478050813711771,-0.5131283891547891,1.0187666498188914,0.6749342008844611,0.3708018666419904,0.5298585409764371,0.39893258878771914,0.46025926895648633,0.0,0.0,0.14285714285714285,-0.6666666666666666,0.1278295605858855,-1.0,0.14814814814814814,-1.2692307692307692
2018-08-02,-1.361329833770778,-1.4266434479756216,-1.4568769858989479,0.10892790082082553,1.1955733599750114,0.8678562374755842,0.5644385745392824,0.6440799999840323,0.4701438441355452,0.4996786226871581,0.5,0.0,0.14285714285714285,-0.6666666666666666,0.13315579227696406,-0.9333333333333333,0.14814814814814814,-1.1923076923076923
2018-08-03,-1.3193350831146102,-1.4022638223770147,-1.4380558056208834,0.6233112049120927,1.3762487989660628,1.0928723361588357,0.8007154655097757,0.9557151068736326,0.7233433491860248,0.5397177188273696,1.0,0.0,0.14285714285714285,-0.6666666666666666,0.1384820239680426,-0.8666666666666667,0.14814814814814814,-1.0897435897435896
2018-08-06,-1.259842519685039,-1.3709185894645202,-1.4133530065059234,1.0503389807098726,1.5103472058018659,1.2854364430751306,1.013484524117999,0.9938474429199622,1.0930978677427938,0.7580664906936779,-1.0,0.0,0.14285714285714285,-0.6666666666666666,0.15446071904127828,-0.6666666666666666,0.18518518518518517,-0.9871794871794872
2018-08-07,-1.195100612423447,-1.3239007400957779,-1.3798277791356204,1.5881496032218214,0.9546427282036154,0.9220294464696763,0.7331577755078088,0.6826876042359071,1.1118944242263558,0.5309947648794848,-0.5,0.0,0.14285714285714285,-0.6666666666666666,0.15978695073235685,-0.6,0.18518518518518517,-1.064102564102564
2018-08-08,-1.1496062992125982,-1.2803656943839803,-1.3598302750901767,1.5780459593356502,0.7800922182147512,0.8052266638719913,0.6421026077774137,0.3854246862627011,0.8185658368334015,0.29119831787219624,0.0,0.0,0.14285714285714285,-0.6666666666666666,0.16511318242343542,-0.5333333333333333,0.18518518518518517,-1.0897435897435896
2018-08-09,-1.1058617672790898,-1.242054854157598,-1.3433617423468698,1.1922454635335868,0.7800922182147512,0.8052266638719913,0.6421026077774137,0.4548832101731671,0.6145305938460336,0.36038683878475125,0.5,0.0,0.14285714285714285,-0.6666666666666666,0.170439414114514,-0.4666666666666667,0.18518518518518517,-1.0897435897435896
2018-08-10,-1.0603674540682413,-1.2115803221593393,-1.3233642383014261,0.2411593527890522,1.0109108431223177,0.9891325072579156,0.8208701072093428,0.43041452761635024,0.6496966851414588,0.5896562142875617,1.0,0.0,0.14285714285714285,-0.6666666666666666,0.17576564580559254,-0.4,0.18518518518518517,-1.0128205128205128
2018-08-13,-1.0253718285214344,-1.1811057901610806,-1.2986614391864661,-0.1966152865255616,-0.5292670039316638,-0.2234661654159379,-0.1863814422116871,-0.17940394763997064,0.27459123359637666,0.2633436276134664,-1.0,0.0,0.14285714285714285,-0.6666666666666666,0.19174434087882822,-0.2,0.2222222222222222,-1.3333333333333333
2018-08-14,-1.044619422572178,-1.1697866782760133,-1.2886626871637443,0.5964013128491152,-0.5667600461450497,-0.2604954582015255,-0.21982610205283276,-0.59770661581986,0.15401830653896617,0.17796763009973166,-0.5,0.0,0.14285714285714285,-0.6666666666666666,0.1970705725699068,-0.13333333333333333,0.2222222222222222,-1.3461538461538463
2018-08-15,-1.0796150481189846,-1.15759686547671,-1.2792520970247119,1.1791858332353609,-0.13055406317609464,0.036255598086284896,0.04094148188403143,-0.6339100013238219,0.21198714968173873,0.45044922693687606,0.0,0.0,0.14285714285714285,-0.6666666666666666,0.20239680426098536,-0.06666666666666667,0.2222222222222222,-1.2435897435897436
2018-08-16,-1.1146106736657917,-1.1427949499346983,-1.259254592979268,1.0012682910588153,-0.7327090247602163,-0.5253543636495078,-0.4704577720165997,-0.6959662048018933,-0.0399820521220818,0.379844500011646,0.5,0.0,0.14285714285714285,-0.6666666666666666,0.20772303595206393,0.0,0.2222222222222222,-1.4487179487179487
2018-08-17,-1.1671041119860013,-1.1462777535916424,-1.2474913553054776,1.440883055342612,-0.7327090247602163,-0.5253543636495078,-0.4704577720165997,-0.6010507903872438,-0.11308125325912603,0.2666573697169748,1.0,0.0,0.14285714285714285,-0.6666666666666666,0.21304926764314247,0.06666666666666667,0.2222222222222222,-1.4487179487179487
2018-08-20,-1.2160979877515306,-1.14888985633435,-1.2380807651664456,1.5639977794478492,-0.07364853286938638,-0.056648262201150344,-0.057545769851354026,-0.2902009303261207,0.12090664680179028,0.2968777070741736,-1.0,0.0,0.14285714285714285,-0.6666666666666666,0.22902796271637815,0.26666666666666666,0.25925925925925924,-1.2820512820512822
2018-08-21,-1.2423447069116358,-1.1393121462777547,-1.226317527492655,1.2141585599337492,-0.20585382006613218,-0.16339211698844203,-0.1529739033875452,-0.5737180169695772,-0.043628108670549656,0.21808571260759163,-0.5,0.0,0.14285714285714285,-0.6666666666666666,0.23435419440745672,0.3333333333333333,0.25925925925925924,-1.3205128205128205
2018-08-22,-1.2843394575678038,-1.1427949499346983,-1.21984774677207,0.007257109346948799,-0.20585382006613218,-0.16339211698844247,-0.1529739033875452,-0.2637212096466107,-0.26636882075824275,0.14853425703012446,0.0,0.0,0.14285714285714285,-0.6666666666666666,0.2396804260985353,0.4,0.25925925925925924,-1.3205128205128205
2018-08-23,-1.2825896762904632,-1.151501959077058,-1.2116134804004168,0.015744169532737294,0.35033082912443164,0.24216196558963624,0.20814910904358422,0.5440323187763878,-0.18684651375618433,0.38647104153253564,0.5,0.0,0.14285714285714285,-0.6666666666666666,0.24500665778961384,0.4666666666666667,0.25925925925925924,-1.1666666666666667
2018-08-24,-1.2580927384076985,-1.1567261645624738,-1.19514494765711,0.4352644004803647,0.3503308291244319,0.24216196558963712,0.20814910904358533,0.48352521126767306,-0.26630449492449193,0.40234524563618096,1.0,0.0,0.14285714285714285,-0.6666666666666666,0.25033288948069243,0.5333333333333333,0.25925925925925924,-1.1666666666666667
2018-08-27,-1.2475940507436567,-1.1689159773617772,-1.1816172243322514,0.6498527452350806,0.7512485787121196,0.5701226070949408,0.5105574340745079,1.3733989048971575,0.03129882711239263,0.4574087395299975,-1.0,0.0,0.14285714285714285,-0.6666666666666666,0.2663115845539281,0.7333333333333333,0.2962962962962963,-1.0256410256410255
2018-08-28,-1.1898512685914255,-1.166303874619069,-1.164560529705255,1.0292971636210038,0.41532309927356464,0.34957535070639983,0.32656622846120087,0.8531588168160793,0.018119673083266098,0.2720915944265585,-0.5,0.0,0.14285714285714285,-0.6666666666666666,0.27163781624500666,0.8,0.2962962962962963,-1.0897435897435896
2018-08-29,-1.1408573928258963,-1.166303874619069,-1.149856482613017,0.6487062215140579,0.16254029731299918,0.17876196263775954,0.18288388167877473,0.41613171124084597,0.005630152819522044,0.29798699837643555,0.0,0.0,0.14285714285714285,-0.6666666666666666,0.2769640479360852,0.8666666666666667,0.2962962962962963,-1.141025641025641
2018-08-30,-1.121609798775153,-1.1697866782760133,-1.1369169211718477,0.5583188271443984,-0.3625329095793513,-0.21060222470329282,-0.1537946604795764,0.1625966051234234,-0.2855211359889024,0.06034625959323249,0.5,0.0,0.14285714285714285,-0.6666666666666666,0.2822902796271638,0.9333333333333333,0.2962962962962963,-1.2692307692307692
2018-08-31,-1.1146106736657917,-1.1872006965607325,-1.1369169211718477,0.3896373338405343,-0.409487192565729,-0.24740228066480197,-0.18613395942173364,-0.13896697295672827,-0.23569870580678032,-0.26734975833670516,1.0,0.0,0.14285714285714285,-0.6666666666666666,0.28761651131824234,1.0,0.2962962962962963,-1.2820512820512822
2018-09-03,-1.1093613298337708,-1.1837178929037881,-1.141034054357674,0.2360864281945194,-0.4614517402683031,-0.2860661888986742,-0.2195314093189986,-0.3424778358334863,0.08669518294479442,-0.31519375772456854,-1.0,0.0,0.2857142857142857,-0.6666666666666666,0.303595206391478,-0.8666666666666667,0.3333333333333333,-1.294871794871795
2018-09-04,-1.126859142607174,-1.1802350892468447,-1.1504446444967065,0.4531857516323559,-0.757739520132701,-0.5140939604924956,-0.4176414781158261,-0.7280480115647944,-0.2496909753975243,-0.5859681789962645,-0.5,0.0,0.2857142857142857,-0.6666666666666666,0.30892143808255657,-0.8,0.3333333333333333,-1.3717948717948718
2018-09-05,-1.154855643044619,-1.1889420983892045,-1.168089501007392,0.8222451058425438,-1.3117709774539124,-1.061487498740941,-0.9289960596931296,-1.2677775393466213,-0.30575716706800626,-0.6751324593935675,0.0,0.0,0.2857142857142857,-0.6666666666666666,0.31424766977363516,-0.7333333333333333,0.3333333333333333,-1.6025641025641026
2018-09-06,-1.233595800524934,-1.1993905093600359,-1.192792300122352,1.5158718199795442,-1.0898545641640143,-0.9266594701536268,-0.8201294502795932,-1.2935035241900978,-0.5354520402895017,-0.7501013112384431,0.5,0.0,0.2857142857142857,-0.6666666666666666,0.3195739014647137,-0.6666666666666666,0.3333333333333333,-1.564102564102564
2018-09-07,-1.2983377077865266,-1.2072268175881595,-1.2145542898188644,1.5158718199795442,-0.6112330111981583,-0.6251635850299222,-0.5737920003185978,-0.8717849928287625,-0.48042027973427276,-0.5216652339313091,1.0,0.0,0.2857142857142857,-0.6666666666666666,0.3249001331557923,-0.6,0.3333333333333333,-1.4743589743589745
2018-09-10,-1.3438320209973749,-1.2202873313016986,-1.23219914632955,1.041753663593701,-0.8322574188465786,-0.8066932019727103,-0.7402697429196373,-0.8691882962324562,-0.5614439527528094,-0.7433603952732133,-1.0,0.0,0.2857142857142857,-0.6666666666666666,0.340878828229028,-0.4,0.37037037037037035,-1.5512820512820513
2018-09-11,-1.3823272090988623,-1.2359599477579462,-1.25690194544451,0.9341766052850103,-0.8322574188465789,-0.8066932019727103,-0.7402697429196373,-0.7461114956758579,-0.5614439527528094,-0.5972907113616673,-0.5,0.0,0.2857142857142857,-0.6666666666666666,0.34620505992010653,-0.3333333333333333,0.37037037037037035,-1.5512820512820513
2018-09-12,-1.4190726159230092,-1.2516325642141932,-1.2669006974672319,0.6174930903524907,-1.0536764047732232,-0.9886535814552672,-0.9067165475949457,-1.0259000547183472,-0.9251446391487461,-0.5595743761118309,0.0,0.0,0.2857142857142857,-0.6666666666666666,0.35153129161118507,-0.26666666666666666,0.37037037037037035,-1.6282051282051282
2018-09-13,-1.464566929133858,-1.2829777971266878,-1.2798402589084017,0.1525380870203787,-0.3986718699248113,-0.5789509685961873,-0.5763502811045214,-0.6413860063525328,-0.8906000122605655,-0.5862264773976292,0.5,0.0,0.2857142857142857,-0.6666666666666666,0.35685752330226367,-0.2,0.37037037037037035,-1.5128205128205128
2018-09-14,-1.4838145231846014,-1.3064867218110587,-1.2921916584658817,-0.439334349385417,-0.004533520065406955,-0.29681372390354765,-0.339631042254334,-0.12895039445365308,-0.923240638939929,-0.29003957825522186,1.0,0.0,0.2857142857142857,-0.6666666666666666,0.3621837549933422,-0.13333333333333333,0.37037037037037035,-1.4230769230769231
2018-09-17,-1.4593175853018368,-1.3334784501523738,-1.2910153346985025,-0.18759299949522346,-0.4856997219947578,-0.6302306008391043,-0.630472502325258,0.10322226450555662,-0.9095217535218436,-0.37991273871678466,-1.0,0.0,0.2857142857142857,-0.6666666666666666,0.3781624500665779,0.06666666666666667,0.4074074074074074,-1.5512820512820513
2018-09-18,-1.4575678040244968,-1.3648236830648683,-1.2957206297680186,-0.20368322103211475,-0.6094768195594034,-0.7226926927250721,-0.7131038690014417,-0.5023930613753872,-0.9433873629065639,-0.6346949532790799,-0.5,0.0,0.2857142857142857,-0.6666666666666666,0.38348868175765644,0.13333333333333333,0.4074074074074074,-1.5897435897435896
2018-09-19,-1.4733158355205596,-1.395298215063127,-1.3098365149765674,-0.22206760769501754,-0.24053574733047298,-0.471440117501295,-0.5047820949484378,-0.08357309628948825,-0.7023133166421723,-0.5021054048183083,0.0,0.0,0.2857142857142857,-0.6666666666666666,0.38881491344873503,0.2,0.4074074074074074,-1.5128205128205128
2018-09-20,-1.4680664916885386,-1.41184153243361,-1.3186589432319098,-0.20672612355019515,0.207557085521895,-0.13175159579135134,-0.21365414068199035,0.1918647563789629,-0.33283746245232854,-0.3238397048990191,0.5,0.0,0.2857142857142857,-0.6666666666666666,0.3941411451398136,0.26666666666666666,0.4074074074074074,-1.3974358974358974
2018-09-21,-1.4470691163604543,-1.4196778406617339,-1.3221879145340474,0.10338240890996551,0.3380070255796542,-0.02591928143511077,-0.12101854986508906,0.6721747542940013,-0.1543851869822141,-0.2768540403290461,1.0,0.0,0.2857142857142857,-0.6666666666666666,0.3994673768308921,0.3333333333333333,0.4074074074074074,-1.358974358974359
2018-09-24,-1.4103237095363073,-1.4240313452329134,-1.3310103427893898,0.13633774789249573,-0.2695462539750625,-0.42283063154115974,-0.45592228099378246,0.34240770509479534,-0.1721066433333268,-0.4672290053511158,-1.0,0.0,0.2857142857142857,-0.6666666666666666,0.41544607190412786,0.5333333333333333,0.4444444444444444,-1.5
2018-09-25,-1.4085739282589673,-1.4327383543752734,-1.3463025517653173,0.12387228333607343,-0.16050129786936565,-0.3458363513933475,-0.39068665325779156,-0.0040156759131618446,-0.06387468973375549,-0.6926325544100616,-0.5,0.0,0.2857142857142857,-0.6666666666666666,0.4207723035952064,0.6,0.4444444444444444,-1.4743589743589745
2018-09-26,-1.4155730533683288,-1.4240313452329134,-1.366888217694451,0.0696434228246988,-0.3698494825837065,-0.48637879781049875,-0.5100858236174433,0.1640952868173412,0.20129557605598464,-0.6115784276651091,0.0,0.0,0.2857142857142857,-0.6666666666666666,0.42609853528628494,0.6666666666666666,0.4444444444444444,-1.5256410256410255
2018-09-27,-1.4120734908136479,-1.4214192424902055,-1.3868857217398947,0.01827975959802069,0.08415593758708882,-0.17185555178777354,-0.2455743371393893,0.6336211648069537,0.18281198410684524,-0.3968004822618841,0.5,0.0,0.2857142857142857,-0.6666666666666666,0.43142476697736354,0.7333333333333333,0.4444444444444444,-1.4230769230769231
2018-09-28,-1.3893263342082236,-1.4179364388332618,-1.399825283181064,-0.2365830582200052,0.43782258159770665,0.10748564833392209,-0.0012580898190160967,0.6816230626913118,0.47953392458984573,-0.15010561547259693,1.0,0.0,0.2857142857142857,-0.6666666666666666,0.4367509986684421,0.8,0.4444444444444444,-1.3205128205128205
2018-10-01,-1.3630796150481186,-1.4022638223770147,-1.4021779307158222,-0.0360221227347945,0.5556434866698985,0.20641128894985353,0.08687349204426886,0.6284151418327723,0.5604927926685164,0.08678347187025205,-1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.45272969374167776,-1.0,0.48148148148148145,-1.2820512820512822
2018-10-02,-1.3473315835520558,-1.3839791031780595,-1.4021779307158222,0.27480148271982524,0.08653305999318593,-0.08037148818821656,-0.14548315928969713,0.005161146142834817,0.5266106681998588,-0.11144148430128419,-0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.4580559254327563,-0.9333333333333333,0.48148148148148145,-1.3717948717948718
2018-10-03,-1.3490813648293958,-1.36656508489334,-1.4057069020179591,0.25627991498062613,0.022997105653027025,-0.12038415251204349,-0.17815558141378263,0.05698590587948142,0.30936012312543487,-0.10502814255775281,0.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.4633821571238349,-0.8666666666666667,0.48148148148148145,-1.3846153846153846
2018-10-04,-1.333333333333333,-1.3578580757509806,-1.4062950639016492,0.12152297370913763,-0.5267447477052324,-0.49575800349512616,-0.49155579653145504,-0.021936475896647524,0.002325485710788636,-0.04539649822887996,0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.46870838881491345,-0.8,0.48148148148148145,-1.5128205128205128
2018-10-05,-1.338582677165354,-1.3639529821506322,-1.4021779307158222,0.2368121464644413,-0.6193514496140095,-0.5653073092079437,-0.5511859953316525,-0.2664047069836979,-0.06124280918849805,0.012503379904134413,1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.474034620505992,-0.7333333333333333,0.48148148148148145,-1.5384615384615385
2018-10-08,-1.3403324584426943,-1.3630822812363963,-1.4010016069484434,0.28679601023332335,-0.6690066134613855,-0.6013486265223819,-0.5817199387722194,-0.6128634658351374,0.02388401021758192,-0.19529604980769127,-1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.49001331557922767,-0.5333333333333333,0.5185185185185185,-1.5512820512820513
2018-10-09,-1.3578302712160977,-1.3604701784936881,-1.4045305782505804,0.5468632152835255,-0.26507683134859616,-0.36953312545699424,-0.39826123911652317,-0.9184593133215785,-0.038583573929675374,-0.05430205017063403,-0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.49533954727030627,-0.4666666666666667,0.5185185185185185,-1.4871794871794872
2018-10-10,-1.3805774278215217,-1.3587287766652165,-1.4015897688321328,0.40803308231212715,-0.3325640142156536,-0.4107690396083551,-0.43156046801733366,-1.0364624077772946,-0.16210248631168997,0.007327427893924291,0.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5006657789613849,-0.4,0.5185185185185185,-1.5
2018-10-11,-1.4103237095363073,-1.3656943839791045,-1.3992371212973747,-0.10012299114915245,-0.8803467257414826,-0.7910506062319445,-0.7485430193973888,-1.0582714294499314,-0.6778117533449047,-0.04841280231852992,0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5059920106524634,-0.3333333333333333,0.5185185185185185,-1.6282051282051282
2018-10-12,-1.4453193350831144,-1.3839791031780595,-1.3992371212973747,-0.0636061992631945,-0.5401873270777906,-0.5931643898228075,-0.5940696735790977,-0.6402216828758346,-0.38808713354784335,-0.056837845062254616,1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.511318242343542,-0.26666666666666666,0.5185185185185185,-1.5769230769230769
2018-10-15,-1.471566054243219,-1.3892033086634752,-1.4021779307158222,-0.4855350305086902,-0.16480885505053308,-0.3580195073416043,-0.40683290436667696,-0.20573823865327653,-0.1297095532076719,-0.07773812032395383,-1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5272969374167776,-0.06666666666666667,0.5555555555555556,-1.5128205128205128
2018-10-16,-1.471566054243219,-1.3918154114061827,-1.4062950639016492,-0.4855350305086902,-0.16480885505053341,-0.35801950734160476,-0.40683290436667696,-0.03474120293645054,-0.2109059846661526,-0.051153764586578686,-0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5326231691078562,0.0,0.5555555555555556,-1.5128205128205128
2018-10-17,-1.4680664916885386,-1.3909447104919468,-1.4045305782505804,-0.4641037142749961,0.3152387206589438,-0.03698736312493504,-0.14774330826954815,0.2982398742429245,-0.2728725792043188,0.1749315239643738,0.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5379494007989347,0.06666666666666667,0.5555555555555556,-1.4230769230769231
2018-10-18,-1.4505686789151353,-1.3909447104919468,-1.3968844737626167,-0.20064862115941398,0.4323215197473734,0.04944323137276152,-0.07624526104337694,0.3240640077760851,-0.42044508717715806,0.1388649201555709,0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5432756324900133,0.13333333333333333,0.5555555555555556,-1.3974358974358974
2018-10-19,-1.4383202099737529,-1.396168915977363,-1.391591016809411,0.04751325317689525,-0.15238908650251065,-0.2852073839986981,-0.3353802255789506,0.0008809335461584029,-0.6802666232112383,-0.115928257088959,1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5486018641810919,0.2,0.5555555555555556,-1.4871794871794872
2018-10-22,-1.4365704286964125,-1.410100130605138,-1.3957081499952373,0.0532850520841109,0.06243612065359274,-0.14488514338978803,-0.22252337152944704,0.5969786815884104,-0.43545922851537033,-0.3116572240767011,-1.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5645805592543276,0.4,0.5925925925925926,-1.4487179487179487
2018-10-23,-1.4120734908136479,-1.4153243360905536,-1.399825283181064,-0.2737558691225725,-0.1765813744726182,-0.2878981556292658,-0.33402069473282586,0.15714279428444392,-0.418536287769635,-0.27105175654247504,-0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5699067909454061,0.4666666666666667,0.5925925925925926,-1.4871794871794872
2018-10-24,-1.3998250218722654,-1.4222899434044414,-1.3992371212973747,-0.5534349718806959,-0.6342998737446752,-0.5959472281627621,-0.5821640309218198,-0.34390522450633243,-0.3327987675404009,-0.24122586427684445,0.0,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5752330226364847,0.5333333333333333,0.5925925925925926,-1.5769230769230769
2018-10-25,-1.4085739282589673,-1.4266434479756216,-1.403942416366891,-0.3000316813085152,-0.22179413558436253,-0.3411632399637815,-0.38208934942361505,-0.48154159108331657,-0.31094470587210643,-0.3795224512698734,0.5,0.3333333333333333,0.42857142857142855,-0.6666666666666666,0.5805592543275633,0.6,0.5925925925925926,-1.5128205128205128
